step,problem_id,pred,label,correct,cumulative_regret
1458,1458,Nikhil Banerjee,Nikhil Banerjee,1,677.0000
1459,1459,Remix,Remix,1,677.0000
1460,1460,Orson Welles,Orson Welles,1,677.0000
1461,1461,Oldham County,Oldham County,1,677.0000
1462,1462,MGM Grand fire,Dupont Plaza Hotel,0,678.0000
1463,1463,Motion City Soundtrack,Motion City Soundtrack,1,678.0000
1464,1464,Otto von Bismarck,Otto Eduard Leopold,0,679.0000
1465,1465,Marmakhel Tribe,grand assembly,0,680.0000
1466,1466,Phil Rosen,Delmer Lawrence Daves,0,681.0000
1467,1467,Martha Wainwright,Gary Lightbody,0,682.0000
1468,1468,Wyandot,Odawa,0,683.0000
1469,1469,Louisville RiverBats,Louisville RiverBats,1,683.0000
1470,1470,Peterhouse,The Dragon School in Oxford,0,684.0000
1471,1471,Lord Dunmore,Royal Governor Lord Dunmore,0,685.0000
1472,1472,Thomas Mann,Paul Thomas Mann,0,686.0000
1473,1473,Konstantin Vakulovsky,Social Code,0,687.0000
1474,1474,"Bury St Edmunds, Suffolk, England","Bury St Edmunds,",0,688.0000
1475,1475,No,no,1,688.0000
1476,1476,Louis XIV,Louis XIV,1,688.0000
1477,1477,William Shakespeare,William Shakespeare,1,688.0000
1478,1478,Yes,yes,1,688.0000
1479,1479,Letters to Cleo,Letters to Cleo,1,688.0000
1480,1480,Paracycling,paracyclist,0,689.0000
1481,1481,29,29,1,689.0000
1482,1482,Aqua,Aqua,1,689.0000
1483,1483,George Harrison,George Harrison,1,689.0000
1484,1484,English Electric Canberra,English Electric Canberra,1,689.0000
1485,1485,1999,2003,0,690.0000
1486,1486,Bigg Boss 10,the tenth season,0,691.0000
1487,1487,"Mumbai, Maharashtra",Mumbai,0,692.0000
1488,1488,Seldom Jackson,Seldom Jackson,1,692.0000
1489,1489,More than 20,20,0,693.0000
1490,1490,National Society of Daughters of the American Revolution,the National Society of Daughters of the American Revolution,1,693.0000
1491,1491,State Street,State Street,1,693.0000
1492,1492,HBO World Championship Boxing,HBO World Championship Boxing,1,693.0000
1493,1493,Oklahoma City,Oklahoma City,1,693.0000
1494,1494,Adorable,Adorable,1,693.0000
1495,1495,Transnational Boxing Rankings Board,"""The Ring"" magazine",0,694.0000
1496,1496,Stacey Kent,Stacey Kent,1,694.0000
1497,1497,Roberta Vinci,Roberta Vinci,1,694.0000
1498,1498,Robert Digges Wimberly Connor,Robert Digges Wimberly Connor,1,694.0000
1499,1499,340,"1,925 yards",0,695.0000
